"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"WormBase.Gene.ID"	"Public.Name"	"Sequence.Name"	"Other.Name"	"Protein.Domain"	"UniProt"	"Reference.UniProt.ID"	"Interacting.Gene"	"Expr_pattern.Tissue"	"Gene.Ontology.Association"	"Concise.Description"	"Automated.Description"
"CELE_C01G6.3"	169,05445625896	2,34437957032448	0,440469835110016	5,32245203519766	1,02377783598106e-07	9,97735487278295e-06	"WBGene00007225"	"C01G6.3"	"C01G6.3"	"CELE_C01G6.3"	"N.A."	"Q17572"	"Q17572"	"plin-1|Physical, sip-1|Physical, smo-1|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in several structures, including Z1.p\; cephalic sheath cell\; germ line\; male distal tip cell\; and somatic gonad precursor based on tiling array and RNA-seq studies. Is affected by several genes including glp-1\; rrf-3\; and daf-12 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by twenty chemicals including Heme\; Ethanol\; and methylmercury hydroxide based on microarray and RNA-seq studies."
"CELE_F49H12.7"	6,71883626776549	2,34295848303303	0,980578894405702	2,38936254532893	0,0168776381306231	0,0991491234801404	"WBGene00044753"	"F49H12.7"	"F49H12.7"	"CELE_F49H12.7"	"N.A."	"Q2AAC5"	"Q2AAC5"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in germ line and intestine based on RNA-seq studies. Is affected by several genes including skn-1\; hpl-2\; and mir-71 based on RNA-seq\; tiling array\; and microarray studies. Is affected by six chemicals including tryptophan\; Psoralens\; and allantoin based on microarray and RNA-seq studies."
"CELE_F14H3.4"	32,2024182957129	2,34150096296866	0,792625594726379	2,95410718319911	0,00313575076054467	0,0320208000060072	"WBGene00008823"	"F14H3.4"	"F14H3.4"	"CELE_F14H3.4"	"N.A."	"O45366"	"O45366"	"hda-1|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in AB\; germ line\; intestine\; and pharyngeal muscle cell based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and skn-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eleven chemicals including rotenone\; D-glucose\; and Zidovudine based on RNA-seq and microarray studies."
"CELE_F45C12.15"	44,1352133166632	2,33872233984718	0,546972416683159	4,27575919463946	1,90487034754084e-05	0,000705525969814828	"WBGene00018446"	"ceh-83"	"F45C12.15"	"CELE_F45C12.15"	"CE10464|PFSCAN:PS50071|SMART:SM00389|PFAM:PF00046|SUPERFAMILY:SSF46689|INTERPRO:IPR001356|INTERPRO:IPR009057"	"O16749"	"O16749"	"unc-37|Physical"	"hypodermis, intestine, vulva"	"anatomical structure development, DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding"	"ceh-83 is a divergent homeobox gene\; it encodes 5 homeodomains\; most homeodomain proteins bind DNA and are transcription factors\; ceh-83 lies on chromosome II in a repetitive region, where several other divergent homeobox genes lie\;  ceh-83 is expressed in the hypodermis, intestine, and the vulva."	"Is predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Is expressed in hypodermis\; intestine\; and vulva."
"CELE_C12D8.16"	42,3330467374458	2,33661160748883	0,651720709663761	3,58529592943939	0,00033669619701781	0,00645277059370864	"WBGene00007543"	"fipr-7"	"C12D8.16"	"CELE_C12D8.16"	"CE34683|HMMPANTHER:PTHR22552:SF16|HMMPANTHER:PTHR22552"	"Q7YTS1"	"Q7YTS1"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in CEM\; HOB\; IL2 neuron\; germ line\; and ray neuron type B based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on RNA-seq and microarray studies. Is affected by eight chemicals including methylmercury hydroxide\; manganese chloride\; and multi-walled carbon nanotube based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: ."
"CELE_ZK829.9"	193,486906548538	2,32062302601511	0,371764857831885	6,24217963889559	4,31514950336448e-10	8,97148349412832e-08	"WBGene00014097"	"ZK829.9"	"ZK829.9"	"CELE_ZK829.9"	"CE06657|HMMPANTHER:PTHR23503:SF49|HMMPANTHER:PTHR23503|PFSCAN:PS50850|PFAM:PF00083|SUPERFAMILY:SSF103473|INTERPRO:IPR005828|INTERPRO:IPR036259"	"Q23626"	"Q23626"	"N.A."	"N.A."	"integral component of membrane, membrane, transmembrane transport, transmembrane transporter activity"	"N.A."	"Is predicted to enable transmembrane transporter activity."
"CELE_T10H9.8"	92,6815889541191	2,31447876000317	0,515667919590959	4,48831248187607	7,17895753107007e-06	0,000327314282988233	"WBGene00044779"	"T10H9.8"	"T10H9.8"	"CELE_T10H9.8"	"CE40123|PFSCAN:PS50222|SCANPROSITE:PS00018|SUPERFAMILY:SSF47473|INTERPRO:IPR011992"	"Q1XFY4"	"Q1XFY4"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in dopaminergic neurons\; germline precursor cell\; and hypodermis based on tiling array studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on tiling array\; RNA-seq\; and microarray studies. Is affected by eight chemicals including rotenone\; Psoralens\; and allantoin based on RNA-seq studies. Is predicted to encode a protein with the following domain: EF-hand domain pair."
"CELE_C04B4.2"	134,540294607672	2,31083049659378	0,754161144559918	3,06410707215928	0,00218320756990824	0,024650800606502	"WBGene00007290"	"C04B4.2"	"C04B4.2"	"CELE_C04B4.2"	"CE05204|HMMPANTHER:PTHR36949"	"Q17620"	"Q17620"	"lin-41|Physical"	"head, head neuron, intestine, nervous system"	"cytoplasm, negative regulation of gene expression"	"N.A."	"Is expressed in head. Is predicted to encode a protein with the following domain: ."
"CELE_R04A9.9"	22,084912296793	2,30785731005719	0,630125860316589	3,66253387679991	0,000249732714036206	0,00520599225931358	"WBGene00195183"	"R04A9.9"	"R04A9.9"	"CELE_R04A9.9"	"N.A."	"A0A0K3AST2, A0A0K3AVN5"	"A0A0K3AVN5"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in intestine based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on RNA-seq and microarray studies. Is affected by eight chemicals including rotenone\; manganese chloride\; and Alovudine based on RNA-seq studies."
"CELE_F14H12.3"	81,5323857375605	2,30198350355948	0,406641176340162	5,66097000868852	1,50519734191682e-08	1,84807418523693e-06	"WBGene00017471"	"F14H12.3"	"F14H12.3"	"CELE_F14H12.3"	"CE07063|HMMPANTHER:PTHR22906|HMMPANTHER:PTHR22906:SF23|PFSCAN:PS50092|PRINTS:PR01705|SMART:SM00209|PFAM:PF00090|SUPERFAMILY:SSF82895|INTERPRO:IPR000884|INTERPRO:IPR036383"	"Q966K7"	"Q966K7"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in FLP based on microarray studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray and RNA-seq studies. Is affected by twenty chemicals including methylmercuric chloride\; Mercuric Chloride\; and rotenone based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Thrombospondin type 1 domain\; Thrombospondin type-1 (TSP1) repeat\; and Thrombospondin type-1 (TSP1) repeat superfamily."
"CELE_F52D2.4"	156,686480863607	2,2973902904184	0,46899130338798	4,89857759370402	9,65329172893894e-07	6,63100343301079e-05	"WBGene00001569"	"meg-3"	"F52D2.4"	"gei-12, CELE_F52D2.4"	"N.A."	"Q9TXM1"	"Q9TXM1"	"C40H1.3|Physical, F43B10.1|Physical, gex-3|Physical, mbk-1|Physical, mbk-2|Physical, pgl-1|Physical, pgl-3|Physical, pptr-1|Physical, pptr-2|Physical, unc-83|Physical, uso-1|Physical, Y57A10B.6|Physical, ZK1248.11|Physical"	"Cell, germ cell, oocyte"	"cytoplasm, embryo development ending in birth or egg hatching, germ cell proliferation, organelle localization, P granule assembly, P granule, protein binding"	"meg-3 encodes a novel protein that affects embryonic viability and development of the hypodermis\; MEG-3 interacts with GEX-3 in yeast two-hybrid assays, and is expressed in all somatic cells."	"Is involved in embryo development\; gamete generation\; and organelle localization. Located in P granule. Is expressed in several structures, including germ cell and oocyte."
"CELE_R04D3.4"	21,8491397400189	2,29590890527831	0,817692870558127	2,80778882627557	0,00498829256404285	0,0440693744765553	"WBGene00011012"	"R04D3.4"	"R04D3.4"	"CELE_R04D3.4"	"N.A."	"Q21711"	"Q21711"	"csr-1|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in germ line\; germline precursor cell\; hypodermis\; intestine\; and pharyngeal muscle cell based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; rrf-3\; and dpy-10 based on tiling array\; RNA-seq\; and microarray studies. Is affected by nine chemicals including rotenone\; Zidovudine\; and Rifampin based on RNA-seq and microarray studies."
"CELE_F33H12.7"	35,9433928609273	2,27380741308376	0,592446900487421	3,83799360113631	0,000124043713822161	0,00306371683133975	"WBGene00045457"	"F33H12.7"	"F33H12.7"	"CELE_F33H12.7"	"N.A."	"A7DT42"	"A7DT42"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in dopaminergic neurons\; head mesodermal cell\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; glp-1\; and skn-1 based on tiling array\; RNA-seq\; and microarray studies. Is affected by twenty-one chemicals including tryptophan\; methylmercury hydroxide\; and 1-methylnicotinamide based on microarray and RNA-seq studies."
"CELE_C31B8.4"	38,8160479098174	2,27361604761124	0,39695085528598	5,72770159664533	1,01800428350722e-08	1,32281173272734e-06	"WBGene00016281"	"pals-32"	"C31B8.4"	"CELE_C31B8.4"	"N.A."	"O16898"	"O16898"	"skn-1|Regulatory"	"N.A."	"N.A."	"N.A."	"Is enriched in several structures, including coelomocyte\; dopaminergic neurons\; excretory cell\; pharyngeal muscle cell\; and ventral nerve cord based on tiling array studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by nineteen chemicals including tryptophan\; methylmercuric chloride\; and Tunicamycin based on microarray and RNA-seq studies."
"CELE_K04F1.9"	35,3211238579784	2,27335496390208	0,489895109545128	4,6404932803124	3,47578479100359e-06	0,000184346640292922	"WBGene00019388"	"K04F1.9"	"K04F1.9"	"CELE_K04F1.9"	"CE19960|HMMPANTHER:PTHR21479:SF22|HMMPANTHER:PTHR21479"	"Q9TXL3, A0A0K3ASN8"	"Q9TXL3"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in cephalic sheath cell\; dopaminergic neurons\; germ line\; hypodermis\; and mechanosensory neurons based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; dpy-10\; and hsf-1 based on microarray\; RNA-seq\; and tiling array studies. Is affected by twenty-six chemicals including methylmercuric chloride\; Mercuric Chloride\; and rotenone based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: ."
"CELE_F57B9.3"	8,23913509608215	2,26723607645134	0,831545778377995	2,72653188243441	0,00640037689894094	0,0516700140416301	"WBGene00018997"	"F57B9.3"	"F57B9.3"	"phi-2, CELE_F57B9.3"	"CE50469|HMMPANTHER:PTHR24031|HMMPANTHER:PTHR24031:SF720|PFSCAN:PS51194|PFSCAN:PS51192|PFSCAN:PS51195|SCANPROSITE:PS00039|SMART:SM00490|SMART:SM00487|PFAM:PF00271|PFAM:PF00270|SUPERFAMILY:SSF52540|INTERPRO:IPR001650|INTERPRO:IPR011545|INTERPRO:IPR014001|INTERPRO:IPR027417"	"Q20935"	"Q20935"	"gpdh-1|Regulatory, hsp-6|Regulatory"	"N.A."	"ATP binding, cytoplasmic translational initiation, helicase activity, hydrolase activity, nucleic acid binding, nucleotide binding, PERK-mediated unfolded protein response, RNA helicase activity, translation initiation factor activity, translation"	"N.A."	"Is predicted to enable translation initiation factor activity. Is involved in translation. Is an ortholog of human EIF4A2 (eukaryotic translation initiation factor 4A2)."
"CELE_C49F5.7"	198,111265703506	2,26497634715306	0,304312712926572	7,4429238442614	9,84808665414923e-14	5,4843291142196e-11	"WBGene00008211"	"C49F5.7"	"C49F5.7"	"CELE_C49F5.7"	"N.A."	"O17685"	"O17685"	"csr-1|Physical, rde-8|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in NSM\; germ line\; hypodermis\; and intestine based on tiling array\; RNA-seq\; proteomic\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and age-1 based on microarray\; RNA-seq\; tiling array\; and proteomic studies. Is affected by twenty-two chemicals including methylmercuric chloride\; rotenone\; and manganese chloride based on microarray and RNA-seq studies."
"CELE_C27C12.3"	53,0820110574512	2,25851486651504	0,433876781817866	5,20542919363481	1,93548738461578e-07	1,70508784114768e-05	"WBGene00007773"	"C27C12.3"	"C27C12.3"	"CELE_C27C12.3"	"N.A."	"G5EEW4"	"G5EEW4"	"N.A."	"germ line"	"N.A."	"C27C12.3 encodes a novel protein that is conserved in C. elegans\; three other genes related to C27C12.3 are present in tandem on the X chromosome\; in situ hybridization studies indicate that C27C12.3 mRNA is expressed in the proximal germline."	"Is expressed in germ line."
"CELE_F54F3.3"	83,1191578244089	2,25161860806833	0,375130469586188	6,00222799964002	1,94628134241461e-09	3,44867783775808e-07	"WBGene00010062"	"lipl-1"	"F54F3.3"	"CELE_F54F3.3"	"CE18732|HMMPANTHER:PTHR11005|HMMPANTHER:PTHR11005:SF124|PIRSF:PIRSF000862|PFAM:PF04083|SUPERFAMILY:SSF53474|INTERPRO:IPR006693|INTERPRO:IPR025483|INTERPRO:IPR029058|Active_site"	"Q93789"	"Q93789"	"dlg-1|Physical, mxl-3|Regulatory"	"intestine"	"extracellular region, hydrolase activity, hydrolase activity, acting on ester bonds, lipid catabolic process, lipid metabolic process, lysosomal lumen, lysosome"	"N.A."	"Is predicted to enable hydrolase activity, acting on ester bonds. Is involved in lipid catabolic process. Located in lysosome. Is expressed in intestine. Human ortholog(s) of this gene are implicated in Wolman disease\; autosomal recessive congenital ichthyosis 8\; and cholesterol ester storage disease. Is an ortholog of several human genes including LIPA (lipase A, lysosomal acid type)\; LIPF (lipase F, gastric type)\; and LIPM (lipase family member M)."
"CELE_W03F9.11"	14,7295389983373	2,25122795493435	0,672062900619771	3,34972805798131	0,000808909345614579	0,0121281956020847	"WBGene00044512"	"W03F9.11"	"W03F9.11"	"CELE_W03F9.11"	"N.A."	"Q4R140"	"Q4R140"	"N.A."	"N.A."	"N.A."	"N.A."	"Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray and RNA-seq studies. Is affected by six chemicals including hydrogen sulfide\; Psoralens\; and allantoin based on microarray and RNA-seq studies."
"CELE_Y37H2A.14"	108,825627890263	2,24813305222505	0,411550611289095	5,46259194023124	4,69232369114031e-08	5,01146598054458e-06	"WBGene00045416"	"Y37H2A.14"	"Y37H2A.14"	"CELE_Y37H2A.14"	"CE41178|PhosphoPep:Y37H2A.14"	"A5PEY0"	"A5PEY0"	"N.A."	"N.A."	"integral component of membrane, membrane"	"N.A."	"Is enriched in head mesodermal cell and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on proteomic\; RNA-seq\; and microarray studies. Is affected by twenty-eight chemicals including methylmercury hydroxide\; 1-methylnicotinamide\; and rotenone based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: Phosphorylation site."
"CELE_C30F2.3"	100,24643738928	2,24404840148228	0,496263161641572	4,52189196163436	6,128934154562e-06	0,000289616289065847	"WBGene00007817"	"C30F2.3"	"C30F2.3"	"CELE_C30F2.3"	"N.A."	"Q18329"	"Q18329"	"scc-1|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in pharynx based on RNA-seq studies. Is affected by several genes including daf-2\; skn-1\; and rrf-3 based on tiling array\; RNA-seq\; and microarray studies. Is affected by eight chemicals including Tunicamycin\; D-glucose\; and Rifampin based on microarray and RNA-seq studies."
"CELE_C30F2.4"	9,94439757218133	2,23740141638497	0,771841277438914	2,89878435085644	0,00374612451941562	0,0362590438431085	"WBGene00007818"	"C30F2.4"	"C30F2.4"	"CELE_C30F2.4"	"N.A."	"Q7YX86"	"Q7YX86"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in ASER\; NSM\; dopaminergic neurons\; intestine\; and neurons based on tiling array and RNA-seq studies. Is affected by several genes including sir-2.1\; isp-1\; and hsp-6 based on microarray and RNA-seq studies. Is affected by nine chemicals including Tunicamycin\; Psoralens\; and allantoin based on microarray and RNA-seq studies."
"CELE_T12G3.6"	260,393647671712	2,22918618319422	0,471914033253962	4,72371242665415	2,31577822363438e-06	0,000132270805278867	"WBGene00011741"	"T12G3.6"	"T12G3.6"	"CELE_T12G3.6"	"N.A."	"Q22434, H2L295"	"H2L295"	"car-1|Physical, rrf-3|Regulatory"	"Cell"	"N.A."	"N.A."	"Is expressed widely."
"CELE_F23D12.6"	126,039496212286	2,22860268404577	0,671275555402952	3,31995209137028	0,000900328972688274	0,0131099632238348	"WBGene00009090"	"fipr-3"	"F23D12.6"	"CELE_F23D12.6"	"CE32388|HMMPANTHER:PTHR22552:SF16|HMMPANTHER:PTHR22552"	"Q8I4K7"	"Q8I4K7"	"N.A."	"N.A."	"integral component of membrane, membrane"	"N.A."	"Is enriched in head mesodermal cell based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray and RNA-seq studies. Is affected by eleven chemicals including 1-methylnicotinamide\; manganese chloride\; and D-glucose based on RNA-seq studies. Is predicted to encode a protein with the following domain: ."
"CELE_C02A12.4"	2328,0145226772	2,22573494708537	0,401931831858769	5,53759312068482	3,06656655537407e-08	3,41549802128199e-06	"WBGene00003096"	"lys-7"	"C02A12.4"	"CELE_C02A12.4"	"CE07828|HMMPANTHER:PTHR23208|HMMPANTHER:PTHR23208:SF14|PFSCAN:PS51904|SUPERFAMILY:SSF51445|INTERPRO:IPR017853"	"O16202"	"O16202"	"daf-16|Physical;Regulatory, atx-2|Physical, daf-2|Regulatory, dbl-1|Regulatory, eri-1|Regulatory, ets-4|Regulatory, flcn-1|Genetic, mut-16|Physical, smo-1|Physical"	"head neuron, intestine, rectal gland cell"	"defense response to fungus, defense response to Gram-negative bacterium, defense response to Gram-positive bacterium, immune system process, innate immune response, signal transduction"	"lys-7 encodes an enzyme homologous to an antimicrobial lysozyme encoded by the LYS4 gene of the protozoan parasite Entamoeba histolytica\; LYS-7 functions in the innate immune response as an antimicrobial enzyme that, by homology, hydrolyzes the 1,4-beta-linkages between N-acetyl-D-glucosamine and N-acetylmuramic acid in peptidoglycan heteropolymers of prokaryotic cell walls\; loss of lys-7 activity results in enhanced susceptibility to P. aeruginosa PA14, renders worms susceptible to Cryptococcus neoformans killing, but enhances tolerance to the enteric bacteria Salmonella typhimurium\; lys-7 expression is significantly upregulated in response to infection with the Gram-negative bacterium Serratia marcescens\; constitutive expression of lys-7 mRNA is detected in the intestine and the intestinal valve cells."	"Is involved in defense response to other organism. Is expressed in head neurons\; intestine\; and rectal gland cell."
"CELE_E02H4.6"	50,9353753157529	2,224123336773	0,777024234917085	2,86236031880053	0,00420498562814516	0,0391219217778446	"WBGene00008464"	"E02H4.6"	"E02H4.6"	"CELE_E02H4.6"	"CE05552|HMMPANTHER:PTHR11909|HMMPANTHER:PTHR11909:SF171|PFSCAN:PS50011|SCANPROSITE:PS00108|SMART:SM00220|PFAM:PF00069|SUPERFAMILY:SSF56112|INTERPRO:IPR000719|INTERPRO:IPR011009|Active_site"	"G5EFL7"	"G5EFL7"	"N.A."	"N.A."	"ATP binding, cytoplasm, endocytosis, kinase activity, nucleus, peptidyl-serine phosphorylation, phosphorylation, positive regulation of canonical Wnt signaling pathway, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, Wnt signaling pathway"	"N.A."	"Is predicted to enable protein serine\/threonine kinase activity."
"CELE_F02E8.4"	255,426057589113	2,21847934882764	0,514139082099816	4,31494011263851	1,59646176396288e-05	0,00061314355382939	"WBGene00017177"	"F02E8.4"	"F02E8.4"	"CELE_F02E8.4"	"N.A."	"Q19122"	"Q19122"	"gei-17|Physical, prg-1|Physical"	"N.A."	"N.A."	"N.A."	"Is enriched in GABAergic neurons\; germ line\; and germline precursor cell based on RNA-seq studies. Is affected by several genes including daf-2\; age-1\; and rrf-3 based on microarray\; tiling array\; and RNA-seq studies. Is affected by seventeen chemicals including rotenone\; D-glucose\; and bisphenol A based on RNA-seq and microarray studies."
"CELE_Y48B6A.10"	17,1434298806476	2,21290506807022	0,726680952184684	3,04522233783254	0,0023250835611617	0,0258226694937282	"WBGene00012981"	"Y48B6A.10"	"Y48B6A.10"	"CELE_Y48B6A.10"	"CE22125|HMMPANTHER:PTHR24419:SF18|HMMPANTHER:PTHR24419|PFSCAN:PS50011|PFAM:PF12330|SUPERFAMILY:SSF56112|INTERPRO:IPR011009"	"Q9U2A2"	"Q9U2A2"	"N.A."	"N.A."	"cytoplasm, histone H3-T3 phosphorylation, histone kinase activity (H3-T3 specific), integral component of membrane, intracellular signal transduction, kinase activity, membrane, mitotic cell cycle, nucleus, phosphorylation"	"N.A."	"Is predicted to enable histone kinase activity (H3-T3 specific). Is an ortholog of human HASPIN (histone H3 associated protein kinase)."
"CELE_K10G4.5"	27,4068612681587	2,21125526674596	0,564087108432936	3,92005992281749	8,85269540688605e-05	0,00232782596086972	"WBGene00010754"	"K10G4.5"	"K10G4.5"	"CELE_K10G4.5"	"CE52099|HMMPANTHER:PTHR23015:SF4|HMMPANTHER:PTHR23015|PFAM:PF01827|PFAM:PF00646|INTERPRO:IPR001810|INTERPRO:IPR002900|INTERPRO:IPR040161"	"O45671"	"O45671"	"N.A."	"N.A."	"N.A."	"N.A."	"Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eight chemicals including methylmercuric chloride\; Tunicamycin\; and Psoralens based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: F-box domain\; FTH domain\; F-box domain\; Domain of unknown function DUF38, Caenorhabditis species\; and F-box A protein FB155\/FB224."
"CELE_F53G12.7"	12,9734511936161	2,2029338824608	0,71609845206927	3,07630029934447	0,00209586644423446	0,0239497919823132	"WBGene00000622"	"col-45"	"F53G12.7"	"CELE_F53G12.7"	"CE11018|HMMPANTHER:PTHR24637|HMMPANTHER:PTHR24637:SF301|PFSCAN:PS51257|SMART:SM01088|PFAM:PF01391|PFAM:PF01484|INTERPRO:IPR002486|INTERPRO:IPR008160, CE49336|HMMPANTHER:PTHR24637:SF301|HMMPANTHER:PTHR24637|PFAM:PF01391|INTERPRO:IPR008160"	"O01799, V6CM19"	"O01799"	"N.A."	"N.A."	"integral component of membrane, membrane, structural constituent of cuticle"	"col-45 encodes a cuticle collagen."	"Is predicted to be a structural constituent of cuticle."
"CELE_C45G7.3"	17,5119707217319	2,19629967962192	0,805426361852698	2,72687831395268	0,00639366129682066	0,0516700140416301	"WBGene00016670"	"ilys-3"	"C45G7.3"	"CELE_C45G7.3"	"CE24850|HMMPANTHER:PTHR11195:SF13|HMMPANTHER:PTHR11195|PFSCAN:PS51909|PFAM:PF05497|SUPERFAMILY:SSF53955|INTERPRO:IPR008597|INTERPRO:IPR023346|Active_site"	"O76357"	"O76357"	"egl-9|Regulatory, elt-2|Regulatory"	"coelomocyte, hypodermis, intestinal cell, intestine, mc2, pm5, pm7"	"catalytic activity, cytolysis, defense response to bacterium, defense response to Gram-positive bacterium, determination of adult lifespan, digestion, endosome, extracellular region, extracellular space, hydrolase activity, hydrolase activity, acting on glycosyl bonds, late endosome lumen, lysosomal lumen, lysosome, lysozyme activity, metabolic process, recycling endosome lumen"	"N.A."	"Enables lysozyme activity. Is involved in defense response to Gram-positive bacterium and determination of adult lifespan. Located in endosome\; extracellular space\; and lysosomal lumen. Is expressed in coelomocyte\; hypodermis\; intestinal cell\; and terminal bulb."
"CELE_F31E9.6"	14,2637607799617	2,18211703754537	0,668497130199465	3,26421302196806	0,00109768601052963	0,015018814636357	"WBGene00009299"	"F31E9.6"	"F31E9.6"	"CELE_F31E9.6"	"N.A."	"G5EBI2"	"G5EBI2"	"N.A."	"N.A."	"N.A."	"N.A."	"Is enriched in body wall muscle cell\; intestine\; neurons\; and somatic gonad precursor based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-2\; age-1\; and eat-2 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eleven chemicals including rotenone\; mianserin\; and Zidovudine based on RNA-seq and microarray studies."
"CELE_C02F12.10"	6,97126734850445	2,17667923981571	0,902202146702694	2,4126291959855	0,0158379232083455	0,094802586022162	"WBGene00045215"	"ceh-63"	"C02F12.10"	"CELE_C02F12.10"	"CE40680|HMMPANTHER:PTHR45664|HMMPANTHER:PTHR45664:SF4|PFSCAN:PS50071|PRINTS:PR00024|SCANPROSITE:PS00027|SMART:SM00389|PFAM:PF00046|SUPERFAMILY:SSF46689|INTERPRO:IPR001356|INTERPRO:IPR009057|INTERPRO:IPR020479"	"A0A0K3ASL7, A3FPJ2"	"A3FPJ2"	"ceh-14|Physical;Regulatory, mbr-1|Regulatory"	"DVC, head, male, tail, tail neuron, ut2, ut3, uterus"	"DNA binding, nucleus, regulation of transcription by RNA polymerase II, RNA polymerase II transcription regulatory region sequence-specific DNA binding"	"ceh-63 encodes a homeobox protein of uncertain affinity, but with  some similarity to vertebrate Hox3 proteins and the D. melanogster  homeobox protein ROUGH\; ceh-63 is expressed in a single tail neuron  of hermaphrodites from late embryo to adult stages, as well as in a  uterus cell separate from the vulva (perhaps in the spermetheca)."	"Enables RNA polymerase II transcription regulatory region sequence-specific DNA binding activity. Located in nucleus. Is expressed in head\; tail\; uterus\; and in male."
"CELE_R11G11.14"	138,111057562373	2,17418229622648	0,329529331838015	6,59784148530737	4,17186959956546e-11	1,03257083596864e-08	"WBGene00020016"	"lipl-3"	"R11G11.14"	"CELE_R11G11.14"	"CE28762|HMMPANTHER:PTHR11005:SF10|HMMPANTHER:PTHR11005|PIRSF:PIRSF000862|PFAM:PF04083|SUPERFAMILY:SSF53474|INTERPRO:IPR006693|INTERPRO:IPR025483|INTERPRO:IPR029058|Active_site"	"O16956"	"O16956"	"mxl-3|Regulatory"	"N.A."	"extracellular region, hydrolase activity, hydrolase activity, acting on ester bonds, lipid catabolic process, lipid metabolic process, lysosomal lumen, lysosome"	"N.A."	"Is predicted to enable hydrolase activity, acting on ester bonds. Is involved in lipid catabolic process. Located in lysosome. Human ortholog(s) of this gene are implicated in autosomal recessive congenital ichthyosis 8. Is an ortholog of human LIPN (lipase family member N)."
"CELE_T24E12.5"	46,9697394806209	2,17195010190552	0,619816476487949	3,50418258354858	0,00045801121627403	0,00803628709401116	"WBGene00020774"	"T24E12.5"	"T24E12.5"	"CELE_T24E12.5"	"N.A."	"Q965K6"	"Q965K6"	"cul-6|Physical, pals-22|Physical"	"N.A."	"integral component of membrane, membrane"	"N.A."	"Is enriched in OLL\; PVD\; dopaminergic neurons\; and intestine based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on microarray and RNA-seq studies. Is affected by twenty-four chemicals including aldicarb\; hydrogen sulfide\; and tryptophan based on microarray and RNA-seq studies."
